제품명,기본정보,원료약품 및 분량,효능효과,용법용량,주의사항
,"{'제품명': '애완동물 허브케어 샴푸린스 고양이용', '제품 영문명': 'PET HERB CARE SHAMPOO RINSE Cat', '업체명': '(주)펫퍼스', '업상태': '정상', '허가일': '2021-06-10', '품목정보': '동물용의약외품-제조-127-316', '취소/취하구분': '정상', '허가심사유형': '신고', '제조/수입구분': '제조', '성상': '투명한 액체', '제조방법': '대한약전 액제 제법에 준하여 제조한다', '저장방법': '1) 저장방법: 고온의 직사광선을 피하고 서늘하고 건조한 곳에 보관\n2) 보관용기: 밀폐용기\n2) 사용기간: 제조일로부터 36개월', '포장단위': '300ml, 400ml, 500ml, 750ml, 4000ml'}","[['1', 'Water(KQC)'], ['2', 'Polyquaternium-10(KQC)'], ['3', '코코글루코사이드 Coco-glucoside(ICID)'], ['4', 'Sodium polyoxyethylene laurylether sulfate 폴리옥시에틸렌라우릴에테르황산나트륨(KQC)'], ['5', 'Cocamidopropyl betaine 코카미도프로필베타인(ICID)'], ['6', '시트르산 Citric acid(ICID)'], ['7', '데실글루코사이드, Decyl glucoside(ICID)'], ['8', '라우릴글루코사이드 Lauryl Glucoside(ICID)'], ['9', '디나트륨이디티에이 Disodium EDTA(KQC)'], ['10', 'Betaine 베타인(KQC)'], ['11', '글리세린 Glycerine(ICID)'], ['12', 'Methyl paraben 메틸파라벤(KQC)'], ['13', 'Cetyl alcohol(ICID)'], ['14', 'Stearyl alcohol(ICID)'], ['15', 'Salicylic acid 살리실산(KQC)'], ['16', 'Dimethicone Copolyol 디메티콘코폴리올(KQC)'], ['17', '하이드롤라이즈드실크 Hydrolyzed silk(ICID)'], ['18', '귀리가루추출물 Avena Sativa (Oat) Meal Extract(ICID)'], ['19', '헨나추출물(KQC)'], ['20', 'Eclipta prostrata Extract (한련초추출물)(ICID)'], ['21', '로즈마리잎오일(ICID)']]",없음,없음,없음
,"{'제품명': '쇼니 귀세정제', '제품 영문명': 'Showy Ear Cleaner', '업체명': '(주)펫퍼스', '업상태': '정상', '허가일': '2015-05-12', '품목정보': '동물용의약외품-제조-127-232', '취소/취하구분': '정상', '허가심사유형': '신고', '제조/수입구분': '제조', '성상': '무색 투명한 액상', '제조방법': '대한민국약전 액제 제법에 준하여 제조한다.', '저장방법': '1) 저장방법: 고온 및 직사광선을 피하고 서늘하고 건조한 곳에 보관(1~30℃)\n2) 보관용기: 기밀용기\n3) 사용기간: 제조일로부터 36개월', '포장단위': '60ml, 100ml, 120ml, 125ml, 150ml'}","[['1', '말릭애씨드(KQC)'], ['2', '프로필렌글리콜(KQC)'], ['3', '디소듐이디티에이(KQC)'], ['4', '살리실산(KQC)'], ['5', '벤조익애씨드(KQC)'], ['6', '파라옥시벤조산메틸(KQC)'], ['7', '에탄올(KQC)'], ['8', 'L-멘톨(KQC)'], ['9', '폴리옥시에칠렌노닐페닐에텔(KQC)'], ['10', '조합향료(KBR-130113)(별규)'], ['11', '정제수(KQC)']]",없음,없음,없음
,"{'제품명': '인벳 미스트', '제품 영문명': 'INVET Mist', '업체명': '(주)펫퍼스', '업상태': '정상', '허가일': '2018-06-14', '품목정보': '동물용의약외품-제조-127-288', '취소/취하구분': '정상', '허가심사유형': '신고', '제조/수입구분': '제조', '성상': '투명한 무색의 액상', '제조방법': '대한약전 액제제법에 준하여 제조한다.', '저장방법': '저장방법: 고온 및 직사광선을 피하고 서늘하고 건조한 곳에 보관\n사용기간: 제조일로부터 24개월', '포장단위': '120ml'}","[['1', '디소듐이디티에이(KQC)'], ['2', 'DL-판테놀(KQC)'], ['3', '페녹시에탄올(KQC)'], ['4', '디메치콘코폴리올(KQC)'], ['5', '글리세린(KQC)'], ['6', '프로필렌글리콜(KQC)'], ['7', '부틸렌글리콜(KQC)'], ['8', '바이오사카라이드검-4/1,2-헥산다이올(ICID)'], ['9', '조합향료'], ['10', '정제수']]",없음,없음,없음
,"{'제품명': '펫퍼스 더 순한샴푸 전견용', '제품 영문명': 'PETPERSS The mild Shampoo All Type', '업체명': '(주)펫퍼스', '업상태': '정상', '허가일': '2021-10-13', '품목정보': '동물용의약외품-제조-127-323', '취소/취하구분': '정상', '허가심사유형': '신고', '제조/수입구분': '제조', '성상': '미황색의 액제', '제조방법': '대한민국약전 액제 제법에 준하여 제조한다.', '저장방법': '1) 저장방법: 고온의 직사광선을 피하고 서늘하고 건조한 곳에 보관(1-30℃)\n2) 보관용기: 기밀용기\n3) 사용기간: 제조일로부터 36개월', '포장단위': '300ml, 500ml, 750ml,1000ml, 4000ml'}","[['1', '정제수(KQC)'], ['2', '라우릴글루코사이드(ICID)'], ['3', '코코글루코사이드(ICID)'], ['4', '라우릴하이드록시설테인(ICID)'], ['5', '소듐코코일이세티오네이트(KQC)'], ['6', '1,2 헥산디올(ICID)'], ['7', '하이드롤라이즈드실크(ICID)'], ['8', '폴리쿼터늄-10(KQC)'], ['9', '알란토인(ICID)'], ['10', '베타인(KQC)'], ['11', 'DL-판테놀(ICID)'], ['12', '알로에베라잎추출물(ICID)'], ['13', '귀리가루추출물(ICID)'], ['14', '디나트륨이디티에이(KQC)'], ['15', '조합향료 (라벤더향 HAWAIIAN ALOHA E19H0426)(ICID)']]",없음,없음,없음
,"{'제품명': '펫퍼스 더 순한샴푸 퍼피', '제품 영문명': 'PETPERSS The mild Shampoo Puppy', '업체명': '(주)펫퍼스', '업상태': '정상', '허가일': '2021-10-13', '품목정보': '동물용의약외품-제조-127-324', '취소/취하구분': '정상', '허가심사유형': '신고', '제조/수입구분': '제조', '성상': '미황색의 액제', '제조방법': '대한민국약전 액제 제법에 준하여 제조한다.', '저장방법': '1) 저장방법: 고온의 직사광선을 피하고 서늘하고 건조한 곳에 보관(1-30℃)\n2) 보관용기: 기밀용기\n3) 사용기간: 제조일로부터 36개월', '포장단위': '300ml, 500ml, 750ml,1000ml, 4000ml'}","[['1', '정제수(KQC)'], ['2', '라우릴글루코사이드(ICID)'], ['3', '코코글루코사이드(ICID)'], ['4', '라우릴하이드록시설테인(ICID)'], ['5', '소듐코코일이세티오네이트(KQC)'], ['6', '1,2 헥산디올(ICID)'], ['7', '하이드롤라이즈드실크(ICID)'], ['8', '폴리쿼터늄-10(KQC)'], ['9', '알란토인(ICID)'], ['10', '베타인(KQC)'], ['11', 'DL-판테놀(ICID)'], ['12', '알로에베라잎추출물(ICID)'], ['13', '창포뿌리추출물(ICID)'], ['14', '디나트륨이디티에이(KQC)'], ['15', '조합향료 (KPR-171240)(ICID)']]",없음,없음,없음
,"{'제품명': '포르티 탈취제 (베이비파우더향, 라벤더향)', '제품 영문명': 'PORTI Deodorant (BabyPowder Perfume, Lavender Perfume)', '업체명': '(주)펫퍼스', '업상태': '정상', '허가일': '2022-03-14', '품목정보': '동물용의약외품-제조-127-325', '취소/취하구분': '정상', '허가심사유형': '신고', '제조/수입구분': '제조', '성상': '투명한 무색의 액상', '제조방법': '별첨', '저장방법': '- 저장방법 : 고온의 직사광선을 피하고 서늘하고 건조한 곳에 보관(1-30℃)\n- 용기종류 : 기밀 용기\n- 사용기간 : 제조일로부터 36개월', '포장단위': '300ml, 500ml, 750ml, 1000ml, 4000ml'}","[['1', '정제수(KQC)'], ['2', '에탄올(KQC)'], ['3', '폴리옥시에틸렌노닐페닐에테르(KQC)'], ['4', '페녹시에탄올(KQC)'], ['5', '파라옥시벤조산메틸(KQC)'], ['6', '소듐폴리옥시에칠렌라우릴에텔설페이트(KQC)'], ['7', '디소듐이디티에이(KQC)'], ['8', '사이클로덱스트린(ICID)'], ['9', '조합향료(베이비파우더향, 라벤더향)(별규)'], ['10', '실버(ICID)']]",없음,없음,없음
,"{'제품명': '펫퍼스 반려동물 탈취제(베이비파우더향,쟈스민향,허브향,사과향,부케향,모과향,플로랄향,라벤더향,백합향,', '제품 영문명': 'PETPERSS Deodorant(BabyPowder,Jasmine,Herb,Apple,Bouquet,Quince,Floral,Lavender,Lily,Forest Perfume)', '업체명': '(주)펫퍼스', '업상태': '정상', '허가일': '2022-03-28', '품목정보': '동물용의약외품-제조-127-326', '취소/취하구분': '정상', '허가심사유형': '신고', '제조/수입구분': '제조', '성상': '투명한 무색의 액상', '제조방법': '대한민국약전 제제 총칙 중 액제 제조방법에 따라 제조한다.', '저장방법': '- 저장방법 : 고온의 직사광선을 피하고 서늘하고 건조한 곳에 보관(1-30℃)\n- 용기종류 : 기밀 용기\n- 사용기간 : 제조일로부터 36개월', '포장단위': '300ml, 500ml, 750ml, 1000ml, 4000ml'}","[['1', '정제수(KQC)'], ['2', '에탄올(KQC)'], ['3', '폴리옥시에틸렌노닐페닐에테르(KQC)'], ['4', '페녹시에탄올(KQC)'], ['5', '파라옥시벤조산메틸(KQC)'], ['6', '소듐라우릴설페이트(KQC)'], ['7', '다이소듐이디티에이(KQC)'], ['8', '시클로덱스트린(ICID)'], ['9', '조합향료(베이비파우더향,쟈스민향,허브향,사과향,부케향,모과향,플로랄향,라벤더향,백합향,산림욕향, 별규)']]",없음,없음,없음
,"{'제품명': '쇼니 안구세정제', '제품 영문명': 'Showy Eye Cleaner', '업체명': '(주)펫퍼스', '업상태': '정상', '허가일': '2015-05-12', '품목정보': '동물용의약외품-제조-127-233', '취소/취하구분': '정상', '허가심사유형': '신고', '제조/수입구분': '제조', '성상': '무색 투명한 액상', '제조방법': '별첨', '저장방법': '- 저장방법: 고온의 및 직사광선을 피하고 서늘하고 건조한 곳에 보관(1-30℃)\n- 용기종류: 기밀 용기\n- 사용기간: 제조일로부터 36개월', '포장단위': '60ml, 100ml, 120ml, 125ml, 150ml'}","[['1', '디소듐이디티에이(KQC)'], ['2', '클로헥시딘다이글루코네이트(KQC)'], ['3', '안산이수소나트륨(KQC)'], ['4', '인산일수소나트륨(KQC)'], ['5', '정제수(KQC)'], ['6', '소듐클로라이드(KQC)']]",없음,없음,없음
,"{'제품명': '킹콩 탈취제(베이비파우더향, 라벤더향)', '제품 영문명': 'King Kong Deodorant(BabyPowder Perfume, Lavender Perfume)', '업체명': '(주)펫퍼스', '업상태': '정상', '허가일': '2018-07-10', '품목정보': '동물용의약외품-제조-127-291', '취소/취하구분': '정상', '허가심사유형': '신고', '제조/수입구분': '제조', '성상': '투명한 무색의 액상', '제조방법': '대한민국약전 제제 총직 중 액제 제조방법에 따라 제조한다.', '저장방법': '- 저장방법 : 고온의 직사광선을 피하고 서늘하고 건조한 곳에 보관(1-30℃) \n- 용기종류 : 기밀 용기        \n- 사용기간 : 제조일로부터 24개월', '포장단위': '300ml, 500ml, 750ml, 1000ml, 4000ml'}","[['1', '디소듐이디티에이(KQC)'], ['2', '시클로덱스트린(ICID)'], ['3', '에탄올(KQC)'], ['4', '파라옥시벤조산메틸(KQC)'], ['5', '탄산수소나트륨(KQC)'], ['6', '조합향료(베이비파우더향, 라벤더향)(별규)'], ['7', '정제수(KQC)'], ['8', '폴리옥시에틸렌노닐페닐에텔(KQC)'], ['9', '소듐라우릴설페이트(KQC)']]",없음,없음,없음
,"{'제품명': '쇼니 탈취제 (베이비파우더향, 파파야향)', '제품 영문명': 'SHOWY Deodorant (BabyPowder Perfume, Papaya Perfume)', '업체명': '(주)펫퍼스', '업상태': '정상', '허가일': '2015-05-12', '품목정보': '동물용의약외품-제조-127-234', '취소/취하구분': '정상', '허가심사유형': '신고', '제조/수입구분': '제조', '성상': '투명한 무색의 액상', '제조방법': '대한민국약전 제제 총직 중 액제 제조방법에 따라 제조한다.', '저장방법': '- 저장방법 : 고온의 직사광선을 피하고 서 늘하고 건조한 곳에 보관(1-30℃)\n- 용기종류 : 기밀 용기\n- 사용기간 : 제조일로부터 36개월', '포장단위': '300ml, 500ml, 750ml, 1000ml, 4000ml'}","[['1', '정제수(KQC)'], ['2', '에탄올(KQC)'], ['3', '히노키티올(KQC)'], ['4', '폴리옥시에틸렌노닐페닐에테르(KQC)'], ['5', '페녹시에탄올(KQC)'], ['6', '파라옥시벤조산메틸(KQC)'], ['7', '소듐라우릴설페이트(KQC)'], ['8', '디소듐이디티에이(KQC)'], ['9', '시클로덱스트린(ICID)'], ['10', '조합향료(베이비파우더향, 파파야향)(별규)']]",없음,없음,없음
,"{'제품명': '쇼니구강청정제', '제품 영문명': 'Showy Breath Wash', '업체명': '(주)펫퍼스', '업상태': '정상', '허가일': '2015-06-25', '품목정보': '동물용의약외품-제조-127-235', '취소/취하구분': '정상', '허가심사유형': '신고', '제조/수입구분': '제조', '성상': '푸른색 액상', '제조방법': '대한민국약전 제제총칙 중 액제 제법에 준하여 제조한다.', '저장방법': '저장방법: 고온 및 직사광선을 피하고 서늘하고 건조한 곳에 보관\n사용기간: 제조일로부터 36개월', '포장단위': '100ml, 120ml, 125ml'}","[['1', '염화세틸피리디늄액(KQC)'], ['2', '사카린나트륨(KQC)'], ['3', '글리세린(KQC)'], ['4', '소르빈산칼륨(KQC)'], ['5', '벤조산나트륨(KQC)'], ['6', '에탄올(KQC)'], ['7', 'L-멘톨(KQC)'], ['8', '폴리소르베이트20(KQC)'], ['9', '시트르산(KQC)'], ['10', '청색1호(식첨공)'], ['11', '조합향료(별첨규격)'], ['12', '정제수(KQC)']]",없음,없음,없음
,"{'제품명': '쇼니 눈물얼룩지우개', '제품 영문명': 'Showy tear stain remover', '업체명': '(주)펫퍼스', '업상태': '정상', '허가일': '2015-06-25', '품목정보': '동물용의약외품-제조-127-236', '취소/취하구분': '정상', '허가심사유형': '신고', '제조/수입구분': '제조', '성상': '무색 액상', '제조방법': '대한민국약전 제제총칙 중 액제 제법에 준하여 제조한다.', '저장방법': '저장방법: 고온 및 직사광선을 피하고 서늘하고 건조한 곳에 보관\n사용기간: 제조일로부터 36개월', '포장단위': '100ml, 120ml, 125ml'}","[['1', '디나트륨이디티에이(KQC)'], ['2', '디나트륨라우레스설포숙시네이트(KQC)'], ['3', '프로필렌글리콜(KQC)'], ['4', '벤조산나트륨(KQC)'], ['5', '페녹시에탄올(KQC)'], ['6', '파라옥시벤조산메틸(KQC)'], ['7', '소르빈산칼륨(KQC)'], ['8', '정제수(KQC)']]",없음,없음,없음
,"{'제품명': '프렌독 물 없이 쓰는 프리미엄 버블 샴푸', '제품 영문명': 'Friendog Waterless Premium Bubble Shampoo', '업체명': '(주)펫퍼스', '업상태': '정상', '허가일': '2018-07-11', '품목정보': '동물용의약외품-제조-127-293', '취소/취하구분': '정상', '허가심사유형': '신고', '제조/수입구분': '제조', '성상': '투명한 무색의 액상', '제조방법': '대한약전 액제제법에 준하여 제조한다.', '저장방법': '저장방법: 고온 및 직사광선을 피하고 서늘하고 건조한 곳에 보관\n사용기간: 제조일로부터 24개월', '포장단위': '320ml'}","[['1', '디나트륨이디티에이(KQC)'], ['2', '코카마이도프로필베타인(KQC)'], ['3', '디나트륨라우레스설포석시네이트(KQC)'], ['4', '알란토인(KQC)'], ['5', '프로필렌글리콜(KQC)'], ['6', '글리세린(KQC)'], ['7', '파라옥시벤조산메틸(KQC)'], ['8', 'L-멘톨(KQC)'], ['9', '에탄올(KQC)'], ['10', 'DL-판테놀(KQC)'], ['11', '디메치콘코폴리올(KQC)'], ['12', '히드로라이즈드실크(KQC)'], ['13', '알로에엑스(KQC)'], ['14', '고삼엑스(KQC)'], ['15', '조합향료(별첨규격)'], ['16', '정제수(KQC)']]",없음,없음,없음
,"{'제품명': '쿤달 네이처 마일드 퍼퓸 애견 샴푸 핑크레인향', '제품 영문명': 'KUNDAL Nature Mild Perfume Pet Shampoo Pink Rain', '업체명': '(주)솔레오코스메틱', '업상태': '정상', '허가일': '2020-05-22', '품목정보': '동물용의약외품-제조-139-128', '취소/취하구분': '정상', '허가심사유형': '신고', '제조/수입구분': '제조', '성상': '무색 투명 점액상', '제조방법': '별첨', '저장방법': '저장방법\n\n직사광선을 피하며 실온(1~30℃)에서 밀폐용기에 보관할 것.\n\n사용기간: 제조일로부터 24개월', '포장단위': '100ml, 258ml, 300ml, 500ml, 518ml, 1000ml'}","[['1', '정제수(KP)'], ['2', '녹차수(ICID)'], ['3', '데실글루코사이드(ICID)'], ['4', '라우릴글루코사이드(ICID)'], ['5', '소듐코코일이세티오네이트(ICID)'], ['6', '라우릴베타인(KQC)'], ['7', '마카다미아씨추출물(ICID)'], ['8', '밤부사 불가리스추출물(ICID)'], ['9', '사탕무뿌리추출물(ICID)'], ['10', '동백나무꽃추출물(ICID)'], ['11', '로즈마리잎추출물(ICID)'], ['12', '레몬밤잎추출물(ICID)'], ['13', '살비아추출물(ICID)'], ['14', '회향씨추출물(ICID)'], ['15', '해바라기추출물(ICID)'], ['16', '히비스커스꽃추출물(ICID)'], ['17', '병풀추출물(ICID)'], ['18', '폴리쿼터늄-10(KQC)'], ['19', '폴리쿼터늄-67(ICID)'], ['20', '소르빈산칼륨(KQC)'], ['21', '시트르산(KQC)'], ['22', '소듐글루코네이트(ICID)'], ['23', '하이드록시아세토페논(ICID)'], ['24', '디프로필렌글리콜(KQC)'], ['25', '카프릴릴글라이콜(ICID)'], ['26', '향료(별첨규격)'], ['27', '1,2-헥산다이올(ICID)'], ['28', '염화나트륨(KQC)'], ['29', '글리시리진산디칼륨(KQC)'], ['30', '코코-글루코사이드(ICID)'], ['31', '정제수(KP)'], ['32', '녹차수/1,2-헥산다이올(ICID)'], ['33', '정제수/데실글루코사이드/코코-글루코사이드(ICID)'], ['34', '라우릴글루코사이드/정제수(ICID)'], ['35', '정제수/라우릴베타인/소듐클로라이드(ICID)'], ['36', '소듐코코일이세티오네이트/정제수(ICID'], ['37', '마카다미아씨추출물/1,2-헥산다이올(ICID)'], ['38', '폴리쿼터늄-10/정제수/소듐클로라이드(ICID)'], ['39', '폴리쿼터늄-67/정제수/소듐클로라이드(ICID'], ['40', '시트릭애씨드(ICID)'], ['41', '향료(Pink Lake BCSN061301)(ICID)'], ['42', '하이드록시아세토페논/다이프로필렌글라이콜/카프필릴글라이콜/다이포타슘글리시리제이트(ICID)'], ['43', '포타슘솔베이트(ICID)'], ['44', '소듐글루코네이트(ICID)'], ['45', '밤부사불가리스추출물/사탕무뿌리추출물/동백나무꽃추출물/회향씨추출물/해바라기추출물/레몬밤잎추출물/로즈마리잎추출물/살비아추출물 외 3건(ICID)']]",없음,없음,없음
,"{'제품명': '쿤달 네이처 마일드 퍼퓸 애견 샴푸 화이트런더리향', '제품 영문명': 'KUNDAL Nature Mild Perfume Pet Shampoo White Laundry', '업체명': '(주)솔레오코스메틱', '업상태': '정상', '허가일': '2020-05-22', '품목정보': '동물용의약외품-제조-139-129', '취소/취하구분': '정상', '허가심사유형': '신고', '제조/수입구분': '제조', '성상': '무색 투명 점액상', '제조방법': '별첨', '저장방법': '저장방법\n\n직사광선을 피하며 실온(1~30℃)에서 밀폐용기에 보관할 것.\n\n사용기간: 제조일로부터 24개월', '포장단위': '100ml, 258ml, 300ml,500ml, 518ml, 1000ml'}","[['1', '정제수(KP)'], ['2', '녹차수(ICID)'], ['3', '데실글루코사이드(ICID)'], ['4', '라우릴글루코사이드(ICID)'], ['5', '소듐코코일이세티오네이트(ICID)'], ['6', '라우릴베타인(KQC)'], ['7', '마카다미아씨추출물(ICID)'], ['8', '밤부사 불가리스추출물(ICID)'], ['9', '사탕무뿌리추출물(ICID)'], ['10', '동백나무꽃추출물(ICID)'], ['11', '로즈마리잎추출물(ICID)'], ['12', '레몬밤잎추출물(ICID)'], ['13', '살비아추출물(ICID)'], ['14', '회향씨추출물(ICID)'], ['15', '해바라기추출물(ICID)'], ['16', '히비스커스꽃추출물(ICID)'], ['17', '병풀추출물(ICID)'], ['18', '폴리쿼터늄-10(KQC)'], ['19', '폴리쿼터늄-67(ICID)'], ['20', '소르빈산칼륨(KQC)'], ['21', '시트르산(KQC)'], ['22', '소듐글루코네이트(ICID)'], ['23', '하이드록시아세토페논(ICID)'], ['24', '디프로필렌글리콜(KQC)'], ['25', '카프릴릴글라이콜(ICID)'], ['26', '향료(별첨규격)'], ['27', '염화나트륨(KQC)'], ['28', '1,2-헥산다이올(ICID)'], ['29', '코코-글루코사이드(ICID)'], ['30', '글리시리진산디칼륨(KQC)'], ['31', '정제수(KP)'], ['32', '녹차수/1,2-헥산다이올(ICID)'], ['33', '정제수/데실글루코사이드/코코-글루코사이드(ICID)'], ['34', '라우릴글루코사이드/정제수(ICID)'], ['35', '정제수/라우릴베타인/소듐클로라이드(ICID)'], ['36', '소듐코코일이세티오네이트/정제수(ICID)'], ['37', '향료(Blanc Laundry ACSN061300)(ICID)'], ['38', '마카다미아씨추출물/1,2-헥산다이올(ICID)'], ['39', '폴리쿼터늄-10/정제수/소듐클로라이드(ICID)'], ['40', '폴리쿼터눔-67/정제수/소듐클로라이드(ICID)'], ['41', '밤부사 불가리스추출물/사탕무뿌리추출물/동백나무꽃추출물/회향씨추출물/해바라기추출물/레몬밤잎추출물/로즈마리잎추출물/살비아추출물 외 3건(ICID)'], ['42', '시트릭애씨드(ICID)'], ['43', '포타슘솔베이트(ICID)'], ['44', '소듐글루코네이트(ICID)'], ['45', '하이드록시아세토페논/다이프로필렌글라이콜/카프필릴글라이콜/다이포타슘글리시리제이트(ICID)']]",없음,없음,없음
,"{'제품명': '쿤달 네이처 피에이치 밸런싱 실키 코트 애견 샴푸 소프트블루솝', '제품 영문명': 'Kundal Nature pH Balancing Silky Coat Pet Shampoo Soft Blue Soap', '업체명': '(주)솔레오코스메틱', '업상태': '정상', '허가일': '2020-05-22', '품목정보': '동물용의약외품-제조-139-130', '취소/취하구분': '정상', '허가심사유형': '신고', '제조/수입구분': '제조', '성상': '반투명한 무색 액상', '제조방법': '별첨', '저장방법': '저장방법\n1. 동물, 유아, 소아의 손이 닿지 않은 곳에 보관할 것.\n2. 직사광선을 피하며 실온(1~30℃)에서 밀폐용기에 보관할 것.\n\n사용기간: 제조일로부터 24개월', '포장단위': '100ml,500ml,518ml, 1000ml'}","[['1', '정제수(KQC)'], ['2', '녹차수(ICID)'], ['3', '데실글루코사이드(ICID)'], ['4', '라우릴글루코사이드(ICID)'], ['5', '소듐코코일이세티오네이트(ICID)'], ['6', '라우릴베타인(KQC)'], ['7', '마카다미아씨추출물(ICID)'], ['8', '밤부사 불가리스추출물(ICID)'], ['9', '사탕무뿌리추출물(ICID)'], ['10', '동백나무꽃추출물(ICID)'], ['11', '로즈마리잎추출물(ICID)'], ['12', '레몬밤잎추출물(ICID)'], ['13', '살비아추출물(ICID)'], ['14', '회향씨추출물(ICID)'], ['15', '해바라기추출물(ICID)'], ['16', '히비스커스꽃추출물(ICID)'], ['17', '병풀추출물(ICID)'], ['18', '폴리쿼터늄-10(KQC)'], ['19', '폴리쿼터늄-67(ICID)'], ['20', '에틸헥실글리세린(ICID)'], ['21', '시트릭애씨드(KQC)'], ['22', '소듐글루코네이트(ICID)'], ['23', '메틸프로판다이올(ICID)'], ['24', '스테아레스-30(ICID)'], ['25', '카프릴릴글라이콜(ICID)'], ['26', '향료(별첨규격)'], ['27', '염화나트륨(KQC)'], ['28', '1,2-헥산다이올(ICID)']]",없음,없음,없음
,"{'제품명': '베이컨 어디서나 안심 스프레이', '제품 영문명': 'Bacon everywhere spray', '업체명': '(주)솔레오코스메틱', '업상태': '정상', '허가일': '2022-03-23', '품목정보': '동물용의약외품-제조-139-131', '취소/취하구분': '정상', '허가심사유형': '신고', '제조/수입구분': '제조', '성상': '무색 투명한 액상', '제조방법': '별첨', '저장방법': '저장방법: 직사광선을 피하여 실온(1~30℃)에서 밀폐용기에 보관할 것.\n\n사용기간: 제조일로부터 24개월', '포장단위': '45mL, 50mL, 100mL, 120mL, 150mL, 300mL'}","[['1', '정제수(KP)'], ['2', '다이소듐이디티에이(ICID)'], ['3', '판테놀(ICID)'], ['4', '베타인(ICID)'], ['5', '부틸렌글라이콜(ICID)'], ['6', '다이프로필렌글라이콜(ICID)'], ['7', '글리세레스-26(ICID)'], ['8', '1,2-헥산다이올/소듐하이알루로네이트/정제수(ICID)'], ['9', '변성알코올/정제수(ICID)'], ['10', 'C12-14파레스-12(ICID)'], ['11', '소듐시트레이트(ICID)'], ['12', '카프릴릴글라이콜/다이프로필렌글라이콜/다이포타슘글리시리제이트/하이드록시아세토페논(ICID)'], ['13', '에틸헥실글리세린(ICID)'], ['14', '꿀추출물/풀루란/부틸렌글라이콜/정제수(ICID)'], ['15', '제충국꽃추출물/1,2-헥산다이올(ICID)'], ['16', '육계나무껍질추출물/오레가노잎추출물/쇠비름추출물/황금추출물/흰버드나무껍질추출물/글리세린/1,2-헥산다이올/락토바실러스/콩발효추출물(ICID)'], ['17', '초피나무열매추출물/할미꽃추출물/우스니아추출물/국화추출물/약모밀추출물/녹차추출물/병풀추출물/편백잎추출물/1,2-헥산다이올(ICID)']]",없음,없음,없음
,"{'제품명': '쿤달 네이처 마일드 퍼퓸 애견 샴푸 베리잼향', '제품 영문명': 'KUNDAL Nature Mild Perfume Pet Shampoo Berry Jam', '업체명': '(주)솔레오코스메틱', '업상태': '정상', '허가일': '2022-06-30', '품목정보': '동물용의약외품-제조-139-132', '취소/취하구분': '정상', '허가심사유형': '신고', '제조/수입구분': '제조', '성상': '무색 투명 점액상', '제조방법': '별첨', '저장방법': '저장방법: 직사광선을 피하며 실온(1~30℃)에서 밀폐용기에 보관할 것.\n사용기간: 제조일로부터 24개월', '포장단위': '100mL, 258mL, 300mL, 500mL, 518mL, 1000mL'}","[['1', '정제수(KP)'], ['2', '녹차수(ICID)'], ['3', '데실글루코사이드(ICID)'], ['4', '라우릴글루코사이드(ICID)'], ['5', '소듐코코일이세티오네이트(ICID)'], ['6', '라우릴베타인(KQC)'], ['7', '코코-글루코사이드(ICID)'], ['8', '마카다미아씨추출물(ICID)'], ['9', '밤부사 불가리스추출물(ICID)'], ['10', '사탕무뿌리추출물(ICID)'], ['11', '동백나무꽃추출물(ICID)'], ['12', '로즈마리잎추출물(ICID)'], ['13', '레몬밤잎추출물(ICID)'], ['14', '살비아추출물(ICID)'], ['15', '회향씨추출물(ICID)'], ['16', '해바라기추출물(ICID)'], ['17', '히비스커스꽃추출물(ICID)'], ['18', '병풀추출물(ICID)'], ['19', '염화나트륨(KQC)'], ['20', '폴리쿼터늄-10(KQC)'], ['21', '폴리쿼터늄-67(ICID)'], ['22', '시트르산(KQC)'], ['23', '소듐글루코네이트(ICID)'], ['24', '1,2-헥산다이올(ICID)'], ['25', '소르빈산칼륨(KQC)'], ['26', '하이드록시아세토페논(ICID)'], ['27', '디프로필렌글리콜(KQC)'], ['28', '카프릴릴글라이콜(ICID)'], ['29', '글리시리진산디칼륨(KQC)'], ['30', '향료(별첨규격)']]",없음,없음,없음
